week_start,region,country,advertiser_segment,campaign_objective,ad_product,spend,impressions,clicks,conversions,revenue,ctr,cvr,cpc,cpm,cpa,roas,d30_retention,advertiser_cohort,retained_advertisers_d30
2025-01-06,Middle East & Africa,United Arab Emirates,Mid-Market,Catalog Sales,Smart Performance Campaign,339.89,28443,348,36,2835.47,0.01223,0.10345,0.98,11.95,9.44,8.342,0.0,1,0
2025-01-06,Middle East & Africa,United Arab Emirates,SMB,Conversions,Smart Performance Campaign,183.84,15393,201,14,707.71,0.01306,0.06965,0.91,11.94,13.13,3.85,0.0,1,0
2025-01-06,North America,United States,Agency,App Installs,Smart Performance Campaign,731.8,75049,1098,88,4271.08,0.01463,0.08015,0.67,9.75,8.32,5.836,0.0,1,0
2025-01-06,North America,United States,Agency,Catalog Sales,Catalog Ads,638.69,63973,989,100,8485.34,0.01546,0.10111,0.65,9.98,6.39,13.286,1.0,1,1
2025-01-06,North America,United States,Mid-Market,Traffic,Smart Performance Campaign,439.92,51678,900,53,2132.62,0.01742,0.05889,0.49,8.51,8.3,4.848,0.0,1,0
2025-01-06,North America,United States,SMB,Catalog Sales,Catalog Ads,456.18,39094,674,54,2969.77,0.01724,0.08012,0.68,11.67,8.45,6.51,0.0,1,0
2025-01-06,North America,United States,SMB,Traffic,App Promotion,276.69,38074,646,16,556.33,0.01697,0.02477,0.43,7.27,17.29,2.011,1.0,1,1
2025-01-13,Asia Pacific,Australia,Enterprise,Conversions,Smart Performance Campaign,683.51,62857,656,67,5303.26,0.01044,0.10213,1.04,10.87,10.2,7.759,0.0,1,0
2025-01-13,Asia Pacific,Australia,Mid-Market,Conversions,Smart Performance Campaign,378.9,33926,472,45,2723.97,0.01391,0.09534,0.8,11.17,8.42,7.189,1.0,1,1
2025-01-13,Asia Pacific,Australia,SMB,Catalog Sales,Spark Ads,167.88,14616,219,13,630.41,0.01498,0.05936,0.77,11.49,12.91,3.755,0.0,1,0
2025-01-13,Asia Pacific,Australia,SMB,Lead Generation,Lead Gen Forms,175.57,20690,321,18,699.84,0.01551,0.05607,0.55,8.49,9.75,3.986,0.0,1,0
2025-01-13,Asia Pacific,Indonesia,Agency,App Installs,App Promotion,428.82,47814,665,36,1482.61,0.01391,0.05414,0.64,8.97,11.91,3.457,0.0,1,0
2025-01-13,Asia Pacific,Indonesia,Agency,Catalog Sales,Smart Performance Campaign,1261.87,118619,1666,144,9430.65,0.01404,0.08643,0.76,10.64,8.76,7.474,1.0,2,2
2025-01-13,Asia Pacific,Indonesia,Agency,Traffic,Spark Ads,431.82,62040,970,42,1428.06,0.01564,0.0433,0.45,6.96,10.28,3.307,1.0,1,1
2025-01-13,Asia Pacific,Indonesia,Enterprise,App Installs,App Promotion,620.99,73259,679,30,1253.96,0.00927,0.04418,0.91,8.48,20.7,2.019,0.0,1,0
2025-01-13,Asia Pacific,Indonesia,Mid-Market,Catalog Sales,Catalog Ads,881.93,76927,944,74,3947.28,0.01227,0.07839,0.93,11.46,11.92,4.476,1.0,2,2
2025-01-13,Asia Pacific,Indonesia,Mid-Market,Catalog Sales,Smart Performance Campaign,321.25,33767,357,27,1293.36,0.01057,0.07563,0.9,9.51,11.9,4.026,1.0,1,1
2025-01-13,Asia Pacific,Indonesia,Mid-Market,Conversions,Catalog Ads,428.68,41285,516,34,1532.29,0.0125,0.06589,0.83,10.38,12.61,3.574,1.0,1,1
2025-01-13,Asia Pacific,Indonesia,Mid-Market,Lead Generation,Spark Ads,431.74,44734,561,29,1354.01,0.01254,0.05169,0.77,9.65,14.89,3.136,0.0,1,0
2025-01-13,Asia Pacific,Indonesia,Mid-Market,Traffic,Smart Performance Campaign,376.42,49320,787,31,1101.45,0.01596,0.03939,0.48,7.63,12.14,2.926,0.0,1,0
2025-01-13,Asia Pacific,Indonesia,SMB,Conversions,Catalog Ads,253.11,23335,314,22,776.08,0.01346,0.07006,0.81,10.85,11.51,3.066,1.0,1,1
2025-01-13,Asia Pacific,Indonesia,SMB,Conversions,Smart Performance Campaign,322.7,32352,312,19,710.43,0.00964,0.0609,1.03,9.97,16.98,2.202,0.0,1,0
2025-01-13,Asia Pacific,Japan,Agency,App Installs,App Promotion,412.19,40662,651,33,1725.88,0.01601,0.05069,0.63,10.14,12.49,4.187,0.0,1,0
2025-01-13,Asia Pacific,Japan,Agency,Catalog Sales,Spark Ads,435.7,48936,1002,79,6684.27,0.02048,0.07884,0.43,8.9,5.52,15.341,1.0,1,1
2025-01-13,Asia Pacific,Japan,Agency,Conversions,Smart Performance Campaign,617.88,62678,695,78,5008.16,0.01109,0.11223,0.89,9.86,7.92,8.105,1.0,1,1
2025-01-13,Asia Pacific,Japan,Agency,Lead Generation,Spark Ads,550.79,56275,1006,78,3895.65,0.01788,0.07753,0.55,9.79,7.06,7.073,1.0,1,1
2025-01-13,Asia Pacific,Japan,Mid-Market,Conversions,Catalog Ads,476.9,44158,642,53,2901.23,0.01454,0.08255,0.74,10.8,9.0,6.084,1.0,1,1
2025-01-13,Asia Pacific,Japan,SMB,App Installs,Smart Performance Campaign,170.24,18464,200,13,490.91,0.01083,0.065,0.85,9.22,13.1,2.884,1.0,1,1
2025-01-13,Asia Pacific,Japan,SMB,App Installs,Spark Ads,291.09,26890,373,15,626.56,0.01387,0.04021,0.78,10.83,19.41,2.152,1.0,1,1
2025-01-13,Asia Pacific,Japan,SMB,Conversions,Spark Ads,224.48,19067,272,17,791.32,0.01427,0.0625,0.83,11.77,13.2,3.525,0.0,1,0
2025-01-13,Asia Pacific,Japan,SMB,Lead Generation,Smart Performance Campaign,224.99,25757,286,16,648.53,0.0111,0.05594,0.79,8.74,14.06,2.882,1.0,1,1
2025-01-13,Asia Pacific,South Korea,Agency,Conversions,Catalog Ads,669.48,57061,770,78,5362.01,0.01349,0.1013,0.87,11.73,8.58,8.009,0.0,1,0
2025-01-13,Asia Pacific,South Korea,Agency,Conversions,Spark Ads,630.37,54307,729,76,4725.27,0.01342,0.10425,0.86,11.61,8.29,7.496,1.0,1,1
2025-01-13,Asia Pacific,South Korea,Enterprise,Catalog Sales,Spark Ads,504.45,49285,659,58,5214.27,0.01337,0.08801,0.77,10.24,8.7,10.337,0.0,1,0
2025-01-13,Asia Pacific,South Korea,Enterprise,Conversions,Catalog Ads,667.07,69983,814,101,7597.92,0.01163,0.12408,0.82,9.53,6.6,11.39,1.0,1,1
2025-01-13,Asia Pacific,South Korea,Enterprise,Conversions,Smart Performance Campaign,777.1,70075,750,76,6088.12,0.0107,0.10133,1.04,11.09,10.22,7.834,1.0,1,1
2025-01-13,Asia Pacific,South Korea,Mid-Market,Conversions,Spark Ads,326.52,26171,436,36,2185.89,0.01666,0.08257,0.75,12.48,9.07,6.695,0.0,1,0
2025-01-13,Asia Pacific,South Korea,Mid-Market,Traffic,App Promotion,271.88,37187,551,18,825.48,0.01482,0.03267,0.49,7.31,15.1,3.036,0.0,1,0
2025-01-13,Asia Pacific,South Korea,SMB,App Installs,App Promotion,148.58,18920,250,11,329.54,0.01321,0.044,0.59,7.85,13.51,2.218,0.0,1,0
2025-01-13,Europe,France,Agency,App Installs,Spark Ads,365.06,44993,675,34,1582.6,0.015,0.05037,0.54,8.11,10.74,4.335,0.0,1,0
2025-01-13,Europe,France,Agency,Lead Generation,Lead Gen Forms,336.44,44394,610,51,2550.41,0.01374,0.08361,0.55,7.58,6.6,7.581,0.0,1,0
2025-01-13,Europe,France,Enterprise,Lead Generation,Lead Gen Forms,569.03,65177,865,100,5127.5,0.01327,0.11561,0.66,8.73,5.69,9.011,1.0,1,1
2025-01-13,Europe,France,Enterprise,Traffic,Spark Ads,502.94,64970,961,43,1502.9,0.01479,0.04475,0.52,7.74,11.7,2.988,0.0,1,0
2025-01-13,Europe,France,Mid-Market,Conversions,Spark Ads,494.65,41064,615,57,3691.72,0.01498,0.09268,0.8,12.05,8.68,7.463,0.0,1,0
2025-01-13,Europe,France,SMB,Conversions,Smart Performance Campaign,462.8,38968,522,41,1870.6,0.0134,0.07854,0.89,11.88,11.29,4.042,1.0,2,2
2025-01-13,Europe,Germany,Mid-Market,App Installs,App Promotion,279.54,28625,431,24,1103.15,0.01506,0.05568,0.65,9.77,11.65,3.946,1.0,1,1
2025-01-13,Europe,Germany,SMB,Lead Generation,Lead Gen Forms,159.0,20364,306,20,659.01,0.01503,0.06536,0.52,7.81,7.95,4.145,0.0,1,0
2025-01-13,Europe,United Kingdom,Agency,Lead Generation,Lead Gen Forms,327.71,47856,788,61,3122.4,0.01647,0.07741,0.42,6.85,5.37,9.528,1.0,1,1
2025-01-13,Europe,United Kingdom,Enterprise,App Installs,Spark Ads,576.59,60715,810,66,3226.98,0.01334,0.08148,0.71,9.5,8.74,5.597,1.0,1,1
2025-01-13,Europe,United Kingdom,Mid-Market,App Installs,Spark Ads,397.79,44437,785,47,2169.98,0.01767,0.05987,0.51,8.95,8.46,5.455,1.0,1,1
2025-01-13,Middle East & Africa,Saudi Arabia,Mid-Market,App Installs,App Promotion,330.79,36500,402,22,1117.61,0.01101,0.05473,0.82,9.06,15.04,3.379,1.0,1,1
2025-01-13,Middle East & Africa,Saudi Arabia,Mid-Market,Conversions,Spark Ads,410.11,38070,428,29,2141.25,0.01124,0.06776,0.96,10.77,14.14,5.221,0.0,1,0
2025-01-13,Middle East & Africa,Saudi Arabia,Mid-Market,Lead Generation,Smart Performance Campaign,291.88,29257,423,42,2000.86,0.01446,0.09929,0.69,9.98,6.95,6.855,0.0,1,0
2025-01-13,Middle East & Africa,Saudi Arabia,SMB,Lead Generation,Spark Ads,139.78,14194,227,12,483.61,0.01599,0.05286,0.62,9.85,11.65,3.46,1.0,1,1
2025-01-13,Middle East & Africa,South Africa,Agency,Traffic,Smart Performance Campaign,240.82,26864,443,23,721.85,0.01649,0.05192,0.54,8.96,10.47,2.997,1.0,1,1
2025-01-13,Middle East & Africa,South Africa,Mid-Market,Conversions,Catalog Ads,180.28,17784,193,17,958.7,0.01085,0.08808,0.93,10.14,10.6,5.318,1.0,1,1
2025-01-13,Middle East & Africa,United Arab Emirates,Enterprise,Traffic,App Promotion,444.43,57307,856,36,1544.13,0.01494,0.04206,0.52,7.76,12.35,3.474,1.0,1,1
2025-01-13,Middle East & Africa,United Arab Emirates,Enterprise,Traffic,Spark Ads,447.32,58734,1275,77,4565.14,0.02171,0.06039,0.35,7.62,5.81,10.206,0.0,1,0
2025-01-13,Middle East & Africa,United Arab Emirates,Mid-Market,Catalog Sales,Smart Performance Campaign,414.74,35206,573,64,5213.14,0.01628,0.11169,0.72,11.78,6.48,12.57,1.0,1,1
2025-01-13,Middle East & Africa,United Arab Emirates,SMB,Conversions,Smart Performance Campaign,176.96,14269,150,10,582.93,0.01051,0.06667,1.18,12.4,17.7,3.294,0.0,1,0
2025-01-13,North America,Canada,SMB,Conversions,Catalog Ads,230.73,21759,332,25,1061.79,0.01526,0.0753,0.69,10.6,9.23,4.602,0.0,1,0
2025-01-13,North America,United States,Agency,App Installs,Smart Performance Campaign,601.71,60043,991,72,3497.08,0.0165,0.07265,0.61,10.02,8.36,5.812,0.0,1,0
2025-01-13,North America,United States,Agency,App Installs,Spark Ads,632.3,57789,1103,85,5233.2,0.01909,0.07706,0.57,10.94,7.44,8.276,1.0,1,1
2025-01-13,North America,United States,Agency,Catalog Sales,Catalog Ads,847.05,94363,1741,151,11493.69,0.01845,0.08673,0.49,8.98,5.61,13.569,0.0,1,0
2025-01-13,North America,United States,Mid-Market,Lead Generation,Smart Performance Campaign,445.48,48976,847,93,4627.2,0.01729,0.1098,0.53,9.1,4.79,10.387,0.0,1,0
2025-01-13,North America,United States,Mid-Market,Traffic,Smart Performance Campaign,498.3,56875,1191,50,1810.73,0.02094,0.04198,0.42,8.76,9.97,3.634,0.0,1,0
2025-01-13,North America,United States,SMB,Catalog Sales,Catalog Ads,248.2,28050,480,41,2322.95,0.01711,0.08542,0.52,8.85,6.05,9.359,1.0,1,1
2025-01-13,North America,United States,SMB,Traffic,App Promotion,319.15,39998,672,23,590.87,0.0168,0.03423,0.47,7.98,13.88,1.851,1.0,1,1
2025-01-20,Asia Pacific,Australia,Enterprise,Conversions,Smart Performance Campaign,755.94,62854,673,84,6364.05,0.01071,0.12481,1.12,12.03,9.0,8.419,0.0,1,0
2025-01-20,Asia Pacific,Australia,Mid-Market,Conversions,Smart Performance Campaign,345.57,29025,363,35,2196.75,0.01251,0.09642,0.95,11.91,9.87,6.357,1.0,1,1
2025-01-20,Asia Pacific,Australia,Mid-Market,Traffic,Spark Ads,220.25,27979,639,25,765.12,0.02284,0.03912,0.34,7.87,8.81,3.474,0.0,1,0
2025-01-20,Asia Pacific,Australia,SMB,Catalog Sales,Spark Ads,221.98,24048,413,29,1292.13,0.01717,0.07022,0.54,9.23,7.65,5.821,0.0,1,0
2025-01-20,Asia Pacific,Australia,SMB,Conversions,Smart Performance Campaign,167.72,14696,181,14,764.37,0.01232,0.07735,0.93,11.41,11.98,4.557,0.0,1,0
2025-01-20,Asia Pacific,Australia,SMB,Conversions,Spark Ads,193.15,18401,259,20,873.32,0.01408,0.07722,0.75,10.5,9.66,4.521,0.0,1,0
2025-01-20,Asia Pacific,Australia,SMB,Lead Generation,Lead Gen Forms,139.81,17404,230,17,627.49,0.01322,0.07391,0.61,8.03,8.22,4.488,0.0,1,0
2025-01-20,Asia Pacific,Indonesia,Agency,App Installs,App Promotion,623.73,61298,621,36,1686.12,0.01013,0.05797,1.0,10.18,17.33,2.703,1.0,1,1
2025-01-20,Asia Pacific,Indonesia,Agency,Catalog Sales,Smart Performance Campaign,1054.88,104196,1530,131,7117.57,0.01468,0.08562,0.69,10.12,8.05,6.747,0.0,2,0
2025-01-20,Asia Pacific,Indonesia,Agency,Traffic,Spark Ads,608.58,69316,1035,40,1319.79,0.01493,0.03865,0.59,8.78,15.21,2.169,0.0,1,0
2025-01-20,Asia Pacific,Indonesia,Enterprise,App Installs,App Promotion,541.22,68002,830,52,2850.12,0.01221,0.06265,0.65,7.96,10.41,5.266,0.0,1,0
2025-01-20,Asia Pacific,Indonesia,Mid-Market,Catalog Sales,Catalog Ads,875.76,81305,1177,106,5677.56,0.01448,0.09006,0.74,10.77,8.26,6.483,1.0,2,2
2025-01-20,Asia Pacific,Indonesia,Mid-Market,Catalog Sales,Smart Performance Campaign,564.81,46002,535,37,1873.53,0.01163,0.06916,1.06,12.28,15.27,3.317,0.0,1,0
2025-01-20,Asia Pacific,Indonesia,Mid-Market,Conversions,Catalog Ads,563.34,55532,756,74,4267.27,0.01361,0.09788,0.75,10.14,7.61,7.575,1.0,1,1
2025-01-20,Asia Pacific,Indonesia,Mid-Market,Lead Generation,Spark Ads,284.72,34304,412,28,1287.62,0.01201,0.06796,0.69,8.3,10.17,4.522,1.0,1,1
2025-01-20,Asia Pacific,Indonesia,Mid-Market,Traffic,Smart Performance Campaign,290.78,41431,620,22,662.03,0.01496,0.03548,0.47,7.02,13.22,2.277,1.0,1,1
2025-01-20,Asia Pacific,Indonesia,SMB,Conversions,Catalog Ads,219.05,20392,223,17,577.21,0.01094,0.07623,0.98,10.74,12.89,2.635,1.0,1,1
2025-01-20,Asia Pacific,Indonesia,SMB,Conversions,Smart Performance Campaign,274.26,21201,227,16,673.94,0.01071,0.07048,1.21,12.94,17.14,2.457,1.0,1,1
2025-01-20,Asia Pacific,Indonesia,SMB,Lead Generation,Spark Ads,301.77,32972,467,26,747.03,0.01416,0.05567,0.65,9.15,11.61,2.475,0.0,1,0
2025-01-20,Asia Pacific,Japan,Agency,App Installs,App Promotion,421.21,50441,613,37,2132.01,0.01215,0.06036,0.69,8.35,11.38,5.062,1.0,1,1
2025-01-20,Asia Pacific,Japan,Agency,App Installs,Spark Ads,598.57,55777,966,71,4010.76,0.01732,0.0735,0.62,10.73,8.43,6.701,1.0,1,1
2025-01-20,Asia Pacific,Japan,Agency,Catalog Sales,Spark Ads,453.51,41240,781,62,3935.21,0.01894,0.07939,0.58,11.0,7.31,8.677,1.0,1,1
2025-01-20,Asia Pacific,Japan,Agency,Conversions,Smart Performance Campaign,495.99,46331,705,89,7140.15,0.01522,0.12624,0.7,10.71,5.57,14.396,1.0,1,1
2025-01-20,Asia Pacific,Japan,Agency,Conversions,Spark Ads,447.52,43557,541,48,3509.48,0.01242,0.08872,0.83,10.27,9.32,7.842,0.0,1,0
2025-01-20,Asia Pacific,Japan,Agency,Lead Generation,Spark Ads,481.05,57651,970,68,4063.5,0.01683,0.0701,0.5,8.34,7.07,8.447,1.0,1,1
2025-01-20,Asia Pacific,Japan,Enterprise,App Installs,App Promotion,607.76,73797,974,57,3628.95,0.0132,0.05852,0.62,8.24,10.66,5.971,0.0,1,0
2025-01-20,Asia Pacific,Japan,Mid-Market,Conversions,Catalog Ads,391.91,30581,367,34,1864.26,0.012,0.09264,1.07,12.82,11.53,4.757,0.0,1,0
2025-01-20,Asia Pacific,Japan,SMB,App Installs,Smart Performance Campaign,293.11,24932,334,16,591.27,0.0134,0.0479,0.88,11.76,18.32,2.017,1.0,1,1
2025-01-20,Asia Pacific,Japan,SMB,App Installs,Spark Ads,142.73,17415,252,9,306.43,0.01447,0.03571,0.57,8.2,15.86,2.147,1.0,1,1
2025-01-20,Asia Pacific,Japan,SMB,Conversions,Spark Ads,219.99,23356,328,22,1175.23,0.01404,0.06707,0.67,9.42,10.0,5.342,0.0,1,0
2025-01-20,Asia Pacific,Japan,SMB,Lead Generation,Smart Performance Campaign,202.42,22195,346,28,926.46,0.01559,0.08092,0.59,9.12,7.23,4.577,0.0,1,0
2025-01-20,Asia Pacific,South Korea,Agency,Conversions,Catalog Ads,784.3,76475,1049,108,8215.63,0.01372,0.10296,0.75,10.26,7.26,10.475,0.0,2,0
2025-01-20,Asia Pacific,South Korea,Agency,Conversions,Spark Ads,492.88,42398,695,63,4982.61,0.01639,0.09065,0.71,11.63,7.82,10.109,0.0,1,0
2025-01-20,Asia Pacific,South Korea,Enterprise,Catalog Sales,Spark Ads,543.04,56125,968,85,6454.2,0.01725,0.08781,0.56,9.68,6.39,11.885,1.0,1,1
2025-01-20,Asia Pacific,South Korea,Enterprise,Conversions,Catalog Ads,634.72,50762,747,81,6312.62,0.01472,0.10843,0.85,12.5,7.84,9.946,1.0,1,1
2025-01-20,Asia Pacific,South Korea,Enterprise,Conversions,Smart Performance Campaign,913.68,72162,977,96,7939.02,0.01354,0.09826,0.94,12.66,9.52,8.689,1.0,1,1
2025-01-20,Asia Pacific,South Korea,Mid-Market,Conversions,Spark Ads,332.72,29516,451,35,2486.22,0.01528,0.07761,0.74,11.27,9.51,7.472,1.0,1,1
2025-01-20,Asia Pacific,South Korea,Mid-Market,Traffic,App Promotion,225.46,27366,431,13,481.33,0.01575,0.03016,0.52,8.24,17.34,2.135,1.0,1,1
2025-01-20,Asia Pacific,South Korea,SMB,App Installs,App Promotion,264.58,26922,300,14,426.22,0.01114,0.04667,0.88,9.83,18.9,1.611,0.0,1,0
2025-01-20,Asia Pacific,South Korea,SMB,Catalog Sales,Spark Ads,267.69,25835,369,23,1348.9,0.01428,0.06233,0.73,10.36,11.64,5.039,0.0,1,0
2025-01-20,Europe,France,Agency,App Installs,Spark Ads,374.05,42153,681,48,1799.88,0.01616,0.07048,0.55,8.87,7.79,4.812,1.0,1,1
2025-01-20,Europe,France,Agency,Conversions,Smart Performance Campaign,502.48,46434,620,54,3038.51,0.01335,0.0871,0.81,10.82,9.31,6.047,0.0,1,0
2025-01-20,Europe,France,Agency,Conversions,Spark Ads,394.59,34711,448,38,2533.61,0.01291,0.08482,0.88,11.37,10.38,6.421,1.0,1,1
2025-01-20,Europe,France,Agency,Lead Generation,Lead Gen Forms,322.78,45811,649,48,2388.58,0.01417,0.07396,0.5,7.05,6.72,7.4,0.0,1,0
2025-01-20,Europe,France,Enterprise,Lead Generation,Lead Gen Forms,1025.19,124520,1515,132,5938.73,0.01217,0.08713,0.68,8.23,7.77,5.793,0.0,2,0
2025-01-20,Europe,France,Enterprise,Traffic,Spark Ads,385.67,48771,705,27,1052.03,0.01446,0.0383,0.55,7.91,14.28,2.728,1.0,1,1
2025-01-20,Europe,France,Mid-Market,Catalog Sales,Spark Ads,269.5,24615,405,32,2008.69,0.01645,0.07901,0.67,10.95,8.42,7.453,1.0,1,1
2025-01-20,Europe,France,Mid-Market,Conversions,Spark Ads,368.08,33618,484,43,1943.62,0.0144,0.08884,0.76,10.95,8.56,5.28,0.0,1,0
2025-01-20,Europe,France,SMB,Conversions,Smart Performance Campaign,442.63,36681,456,36,1471.32,0.01243,0.07895,0.97,12.07,12.3,3.324,0.5,2,1
2025-01-20,Europe,Germany,Mid-Market,App Installs,App Promotion,477.55,45311,676,34,1671.93,0.01492,0.0503,0.71,10.54,14.05,3.501,0.0,1,0
2025-01-20,Europe,United Kingdom,Agency,Lead Generation,Lead Gen Forms,440.12,61712,1040,99,5068.29,0.01685,0.09519,0.42,7.13,4.45,11.516,1.0,1,1
2025-01-20,Europe,United Kingdom,Enterprise,App Installs,Spark Ads,743.38,79276,967,56,2640.03,0.0122,0.05791,0.77,9.38,13.27,3.551,1.0,1,1
2025-01-20,Europe,United Kingdom,Mid-Market,App Installs,Spark Ads,395.03,44567,736,40,1471.28,0.01651,0.05435,0.54,8.86,9.88,3.724,1.0,1,1
2025-01-20,Europe,United Kingdom,SMB,Lead Generation,Smart Performance Campaign,319.33,31187,482,33,1105.67,0.01546,0.06846,0.66,10.24,9.68,3.462,0.0,1,0
2025-01-20,Middle East & Africa,Saudi Arabia,Agency,Traffic,App Promotion,284.7,43144,676,30,1415.87,0.01567,0.04438,0.42,6.6,9.49,4.973,1.0,1,1
2025-01-20,Middle East & Africa,Saudi Arabia,Mid-Market,App Installs,App Promotion,327.74,31226,318,16,839.65,0.01018,0.05031,1.03,10.5,20.48,2.562,1.0,1,1
2025-01-20,Middle East & Africa,Saudi Arabia,Mid-Market,Conversions,Spark Ads,348.08,36645,488,31,2138.24,0.01332,0.06352,0.71,9.5,11.23,6.143,0.0,1,0
2025-01-20,Middle East & Africa,Saudi Arabia,Mid-Market,Lead Generation,Smart Performance Campaign,266.19,29314,358,24,1051.88,0.01221,0.06704,0.74,9.08,11.09,3.952,0.0,1,0
2025-01-20,Middle East & Africa,Saudi Arabia,Mid-Market,Traffic,Smart Performance Campaign,253.72,32506,514,23,1055.79,0.01581,0.04475,0.49,7.81,11.03,4.161,1.0,1,1
2025-01-20,Middle East & Africa,Saudi Arabia,Mid-Market,Traffic,Spark Ads,354.89,40976,698,24,948.86,0.01703,0.03438,0.51,8.66,14.79,2.674,1.0,1,1
2025-01-20,Middle East & Africa,Saudi Arabia,SMB,Conversions,Spark Ads,308.89,24728,350,21,1192.09,0.01415,0.06,0.88,12.49,14.71,3.859,1.0,1,1
2025-01-20,Middle East & Africa,Saudi Arabia,SMB,Lead Generation,Spark Ads,216.39,24789,341,22,707.43,0.01376,0.06452,0.63,8.73,9.84,3.269,1.0,1,1
